image,nation,bigImage,mastery,kpg,xp,dpg,winrate,awards,dpgRanking,armoreff,moe,kd,isPrem,spots,name,wn8,id,dmgratio,hitratio,class,survival,battles,tier
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G44_JagdTiger.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G44_JagdTiger.png,4,2.1,1145,3123,70.26,"{'battleHeroes': {'highCaliber': 36, 'topGun': 2, 'confederate': 11, 'tankSniper': 5, 'steelWall': 3, 'defender': 2}, 'main': {'fireForEffect': 149, 'duelist': 20, 'fighter': 30, 'shellproof': 4, 'spotter': 2, 'reaper': 5, 'masterGunner': 20, 'sharpShooter': 24}, 'epic': {}}","[586, 510143]",0.6,3,4.71,False,0.73,Jagdtiger,4048,7953,2.2,76,TD,55.38,195,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz29_Pzw_39.png,czech,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz29_Pzw_39.png,4,2.5,1119,853,50,"{'battleHeroes': {}, 'main': {'fireForEffect': 2, 'masterGunner': 7, 'sharpShooter': 27}, 'epic': {}}",,0.28,0,2.5,True,1.5,Pzw. 39,5632,5745,2.18,82,LT,0,2,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB42_Valentine_AT.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB42_Valentine_AT.png,4,1.92,525,438,61.54,"{'battleHeroes': {'topGun': 1}, 'main': {'masterGunner': 13, 'sharpShooter': 19}, 'epic': {}}",,0.14,0,5,False,1.31,Valentine AT,1996,8017,5.69,64,TD,61.54,13,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S21_UDES_03.png,sweden,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S21_UDES_03.png,4,1.78,1156,2473,65.6,"{'battleHeroes': {'highCaliber': 26, 'topGun': 4, 'confederate': 9, 'tankSniper': 21, 'defender': 1}, 'main': {'fireForEffect': 110, 'duelist': 6, 'fighter': 14, 'spotter': 4, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 33}, 'epic': {'radley': 3}}","[242, 485390]",0.02,3,3.64,False,1.86,UDES 03,4101,4225,3.67,78,TD,51.2,125,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G08_Pz38t.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G08_Pz38t.png,4,1.2,460,344,60,"{'battleHeroes': {'topGun': 1}, 'main': {'masterGunner': 20, 'sharpShooter': 23}, 'epic': {}}",,0.09,0,1.43,False,1.52,Pz. 38 (t),1475,3345,1.58,80,LT,16,25,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G83_Pz_IV_AusfA.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G83_Pz_IV_AusfA.png,4,1.9,573,382,70,"{'battleHeroes': {'highCaliber': 1, 'topGun': 1, 'defender': 1}, 'main': {'masterGunner': 18, 'sharpShooter': 38}, 'epic': {}}",,0.07,0,3.17,False,2.7,Pz. IV A,1921,17169,1.61,73,MT,40,10,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A37_M40M43.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A37_M40M43.png,4,1.26,712,1903,51.55,"{'battleHeroes': {'topGun': 1, 'confederate': 6}, 'main': {'spotter': 1, 'reaper': 4, 'masterGunner': 7}, 'epic': {'gore': 1}}","[4855, 533403]",0,0,2.18,False,0.05,M40/M43,2841,7457,6.94,38,SPG,42.27,194,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A32_M12.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A32_M12.png,4,1.23,757,1714,59.61,"{'battleHeroes': {'highCaliber': 12, 'topGun': 2, 'confederate': 8, 'defender': 1}, 'main': {'fighter': 5, 'reaper': 5, 'masterGunner': 8}, 'epic': {'gore': 6, 'stark': 1}}","[2534, 599692]",0,2,2.25,False,0.06,M12,2903,7969,7.93,46,SPG,45.26,411,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R153_Object_705.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R153_Object_705.png,4,1.78,1254,3174,67.02,"{'battleHeroes': {'highCaliber': 29, 'topGun': 3, 'confederate': 15, 'tankSniper': 2, 'steelWall': 21, 'patrolDuty': 3}, 'main': {'fireForEffect': 155, 'duelist': 39, 'fighter': 21, 'shellproof': 26, 'spotter': 4, 'reaper': 3, 'masterGunner': 20, 'sharpShooter': 44}, 'epic': {'pascucci': 1}}","[190, 255461]",1.15,3,3.31,False,1.5,Obj. 705,4258,20737,2,81,HT,46.28,188,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It10_P43_bis.png,italy,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It10_P43_bis.png,4,2.25,1195,1614,68.27,"{'battleHeroes': {'highCaliber': 24, 'topGun': 5, 'confederate': 6, 'tankSniper': 4, 'defender': 1}, 'main': {'fireForEffect': 86, 'duelist': 18, 'fighter': 26, 'shellproof': 1, 'kamikaze': 1, 'spotter': 2, 'reaper': 4, 'masterGunner': 12, 'sharpShooter': 27}, 'epic': {'lehvaslaiho': 8, 'naydin': 1, 'nicol': 2, 'pascucci': 3, 'radley': 1}}","[159, 418802]",0.28,3,3.6,False,1.82,P.43 bis,5143,1697,2.5,77,MT,37.5,104,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F82_AMX_M4_Mle1949_Ter.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F82_AMX_M4_Mle1949_Ter.png,4,1.72,1114,3618,64.32,"{'battleHeroes': {'highCaliber': 59, 'topGun': 9, 'confederate': 26, 'tankSniper': 3, 'steelWall': 28, 'defender': 1, 'patrolDuty': 3}, 'main': {'fireForEffect': 299, 'duelist': 64, 'fighter': 41, 'shellproof': 45, 'spotter': 6, 'reaper': 5, 'masterGunner': 19, 'sharpShooter': 54}, 'epic': {'naydin': 1, 'pascucci': 4}}","[5980, 113744]",0.97,3,3.08,False,1.82,AMX M4 54,3992,16961,1.93,82,HT,44.05,370,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch26_59_Patton.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch26_59_Patton.png,4,1.77,1244,2091,62.3,"{'battleHeroes': {'highCaliber': 17, 'topGun': 5, 'confederate': 23, 'tankSniper': 2, 'steelWall': 1, 'defender': 4, 'patrolDuty': 2}, 'main': {'fireForEffect': 135, 'duelist': 28, 'fighter': 18, 'kamikaze': 2, 'spotter': 6, 'reaper': 3, 'masterGunner': 13, 'sharpShooter': 29}, 'epic': {'lehvaslaiho': 3, 'pascucci': 1}}","[14, 19177]",0.33,3,3.21,True,2.14,59-Patton,4809,63793,1.86,79,MT,44.81,183,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A122_TS-5.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A122_TS-5.png,4,1.94,1411,2698,72.66,"{'battleHeroes': {'highCaliber': 25, 'topGun': 5, 'confederate': 4, 'tankSniper': 1, 'steelWall': 12, 'defender': 1}, 'main': {'fireForEffect': 103, 'duelist': 26, 'fighter': 17, 'shellproof': 24, 'spotter': 2, 'reaper': 3, 'masterGunner': 23, 'sharpShooter': 28}, 'epic': {'halonen': 2, 'pascucci': 3}}","[184, 117572]",1.24,3,4.13,True,1.09,TS-5,4250,60449,2.39,74,TD,53.13,128,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R42_T-60.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R42_T-60.png,4,1,1291,540,100,"{'battleHeroes': {'confederate': 1, 'scout': 1, 'patrolDuty': 1}, 'main': {'sharpShooter': 23}, 'epic': {}}",,0,0,,False,11,T-60,3560,15361,4.12,77,LT,100,1,2
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A12_T32.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A12_T32.png,4,1.28,1034,1921,60.11,"{'battleHeroes': {'highCaliber': 22, 'topGun': 3, 'confederate': 15, 'tankSniper': 1, 'steelWall': 9, 'defender': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 132, 'duelist': 26, 'fighter': 22, 'shellproof': 17, 'spotter': 5, 'reaper': 3, 'masterGunner': 18, 'sharpShooter': 60}, 'epic': {'pascucci': 1}}","[7553, 629703]",0.89,3,2.06,False,1.75,T32,3014,4385,1.52,81,HT,37.5,376,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G70_PzIV_Hydro.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G70_PzIV_Hydro.png,4,2.63,1234,1182,78.95,"{'battleHeroes': {'highCaliber': 22, 'topGun': 7, 'confederate': 7, 'defender': 2, 'patrolDuty': 5}, 'main': {'fireForEffect': 65, 'duelist': 8, 'fighter': 18, 'spotter': 1, 'reaper': 3, 'masterGunner': 14, 'sharpShooter': 22}, 'epic': {'pascucci': 1, 'radley': 1}}","[123, 20491]",0.13,3,5.56,True,3.46,Pz. IV hydr.,5019,55057,2.87,75,MT,52.63,76,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G37_Ferdinand.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G37_Ferdinand.png,4,1.48,1018,2213,62.79,"{'battleHeroes': {'highCaliber': 24, 'topGun': 1, 'confederate': 5, 'tankSniper': 6, 'steelWall': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 55, 'duelist': 5, 'fighter': 6, 'shellproof': 2, 'kamikaze': 3, 'spotter': 2, 'reaper': 5, 'masterGunner': 30, 'sharpShooter': 32}, 'epic': {'pascucci': 1}}","[1013, 400316]",0.6,3,2.32,False,0.85,Ferdinand,3152,7697,2.19,78,TD,36.28,215,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch38_WZ113G_FT.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch38_WZ113G_FT.png,4,1.77,1066,3713,66.38,"{'battleHeroes': {'highCaliber': 48, 'topGun': 3, 'confederate': 12, 'tankSniper': 7, 'steelWall': 9, 'invader': 1}, 'main': {'fireForEffect': 182, 'duelist': 22, 'fighter': 26, 'shellproof': 15, 'spotter': 4, 'reaper': 5, 'masterGunner': 16, 'sharpShooter': 37}, 'epic': {}}","[194, 20917]",0.84,3,3.55,False,1.32,WZ-113G FT,3857,8497,2.26,72,TD,50.22,229,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J08_Chi_Nu.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J08_Chi_Nu.png,4,1.87,1001,1031,67.53,"{'battleHeroes': {'highCaliber': 9, 'topGun': 3, 'confederate': 5, 'defender': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 40, 'duelist': 8, 'fighter': 7, 'kamikaze': 1, 'spotter': 1, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 45}, 'epic': {'kolobanov': 1, 'lehvaslaiho': 1, 'nicol': 1, 'oskin': 1, 'pascucci': 1, 'radley': 1}}","[217, 333153]",0.1,3,3.27,False,2.39,Chi-Nu,5019,1377,2.64,75,MT,42.86,77,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J04_Ke_Ni.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J04_Ke_Ni.png,4,2,675,441,61.54,"{'battleHeroes': {'topGun': 3, 'confederate': 3, 'patrolDuty': 1}, 'main': {'masterGunner': 18, 'sharpShooter': 38}, 'epic': {}}",,0,0,3.47,False,2.54,Ke-Ni,2892,2401,2.25,74,LT,42.31,26,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J32_Chi_To_SPG.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J32_Chi_To_SPG.png,4,2.35,1474,2565,75.32,"{'battleHeroes': {'highCaliber': 20, 'topGun': 7, 'confederate': 7, 'tankSniper': 4, 'steelWall': 7, 'patrolDuty': 1}, 'main': {'fireForEffect': 68, 'duelist': 15, 'fighter': 9, 'shellproof': 17, 'kamikaze': 2, 'spotter': 4, 'reaper': 4, 'masterGunner': 17, 'sharpShooter': 29}, 'epic': {'pascucci': 1, 'radley': 1}}","[79, 24207]",1.14,2,5.32,False,2.13,Chi-To SP,4825,6241,3.42,78,TD,55.84,77,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R14_SU-5.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R14_SU-5.png,4,1,435,663,59.65,"{'battleHeroes': {'confederate': 5, 'defender': 1}, 'main': {'reaper': 3, 'masterGunner': 9, 'sharpShooter': 12}, 'epic': {}}","[20300, 333514]",0,0,1.84,False,0.18,SU-5,2099,4865,5.09,57,SPG,45.61,57,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R111_ISU130.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R111_ISU130.png,4,1.53,1069,2200,60.48,"{'battleHeroes': {'highCaliber': 20, 'topGun': 6, 'confederate': 1, 'tankSniper': 5, 'defender': 1}, 'main': {'fireForEffect': 140, 'duelist': 9, 'fighter': 15, 'kamikaze': 1, 'spotter': 3, 'reaper': 4, 'masterGunner': 16, 'sharpShooter': 19}, 'epic': {'halonen': 1, 'pascucci': 2}}","[15, 116]",0.12,3,2.36,True,1.09,ISU-130,3374,58625,2.76,72,TD,35.33,167,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB100_Manticore.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB100_Manticore.png,4,1.36,1014,2516,63.81,"{'battleHeroes': {'highCaliber': 8, 'topGun': 3, 'confederate': 28, 'tankSniper': 16, 'defender': 1, 'scout': 11, 'patrolDuty': 26}, 'main': {'fireForEffect': 220, 'duelist': 18, 'fighter': 16, 'spotter': 8, 'reaper': 4, 'masterGunner': 22, 'sharpShooter': 37}, 'epic': {'fadin': 2, 'naydin': 1, 'pascucci': 1}}","[142, 81098]",0.02,3,2.41,False,3.57,Manticore,4100,58961,2.29,83,LT,43.66,268,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch59_BZ58_2.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch59_BZ58_2.png,3,2.14,1320,3113,71.43,"{'battleHeroes': {'highCaliber': 1, 'topGun': 1, 'confederate': 1, 'steelWall': 1}, 'main': {'fireForEffect': 5, 'duelist': 1, 'fighter': 1, 'spotter': 1, 'masterGunner': 9, 'sharpShooter': 10}, 'epic': {'pascucci': 1}}",,0.79,0,5,True,1.86,BZ-58-2,4249,10289,1.75,71,HT,57.14,7,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A153_XM66F.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A153_XM66F.png,4,1.77,1312,2766,70.53,"{'battleHeroes': {'highCaliber': 11, 'topGun': 3, 'confederate': 4, 'tankSniper': 3}, 'main': {'fireForEffect': 85, 'duelist': 8, 'fighter': 10, 'shellproof': 6, 'spotter': 3, 'reaper': 5, 'masterGunner': 18, 'sharpShooter': 29}, 'epic': {'halonen': 2}}","[158, 11300]",0.65,3,2.95,True,1.39,XM66F,3880,32545,2.63,73,TD,40,95,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J20_Type_2605.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J20_Type_2605.png,4,1.63,1123,3272,63.93,"{'battleHeroes': {'highCaliber': 60, 'topGun': 9, 'confederate': 23, 'tankSniper': 1, 'steelWall': 107, 'defender': 1, 'invader': 2, 'patrolDuty': 4}, 'main': {'fireForEffect': 308, 'duelist': 84, 'fighter': 45, 'shellproof': 94, 'spotter': 4, 'reaper': 4, 'masterGunner': 24, 'sharpShooter': 24}, 'epic': {'billotte': 1, 'pascucci': 2}}","[1277, 135344]",1.41,3,3.18,False,1.17,Type 5 H,3577,3937,1.43,71,HT,48.79,535,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G125_Spz_57_Rh.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G125_Spz_57_Rh.png,4,1.47,992,2507,61.13,"{'battleHeroes': {'highCaliber': 31, 'topGun': 6, 'confederate': 48, 'tankSniper': 10, 'defender': 1, 'scout': 12, 'patrolDuty': 10}, 'main': {'fireForEffect': 222, 'duelist': 30, 'fighter': 25, 'spotter': 9, 'reaper': 4, 'masterGunner': 21, 'sharpShooter': 38}, 'epic': {'fadin': 1, 'pascucci': 8, 'radley': 1}}","[186, 51061]",0,3,2.04,False,3.75,Rhm. Pzw.,4307,19985,1.78,79,LT,28.21,319,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R118_T28_F30.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R118_T28_F30.png,4,1.2,713,620,70,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 5, 'fighter': 1, 'masterGunner': 7, 'sharpShooter': 18}, 'epic': {}}",,0.09,0,1.71,True,1,T-28E F-30,1857,61441,1.87,68,MT,30,10,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A58_T67.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A58_T67.png,4,1.6,747,752,63.19,"{'battleHeroes': {'highCaliber': 21, 'topGun': 8, 'confederate': 1, 'tankSniper': 5, 'defender': 3, 'scout': 4, 'patrolDuty': 5}, 'main': {'fireForEffect': 46, 'duelist': 3, 'fighter': 13, 'spotter': 3, 'reaper': 4, 'masterGunner': 21, 'sharpShooter': 35}, 'epic': {'halonen': 1, 'naydin': 1, 'pascucci': 3, 'radley': 1}}","[42931, 917221]",0.01,3,2.2,False,2.95,T67,2421,10529,2.39,75,TD,27.47,182,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch25_121_mod_1971B.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch25_121_mod_1971B.png,4,1.85,1118,3754,58.45,"{'battleHeroes': {'highCaliber': 46, 'topGun': 1, 'confederate': 32, 'tankSniper': 10, 'steelWall': 2, 'defender': 2, 'patrolDuty': 7}, 'main': {'fireForEffect': 180, 'duelist': 31, 'fighter': 24, 'shellproof': 6, 'spotter': 5, 'reaper': 3, 'masterGunner': 25, 'sharpShooter': 40}, 'epic': {}}","[811, 119613]",0.5,3,3.19,True,2.39,121B,4700,63537,2.31,80,MT,42.03,207,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB33_Sentinel_AC_I.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB33_Sentinel_AC_I.png,4,1.6,988,709,100,"{'battleHeroes': {'patrolDuty': 1}, 'main': {'fireForEffect': 10, 'duelist': 1, 'spotter': 1, 'masterGunner': 9, 'sharpShooter': 15}, 'epic': {'lehvaslaiho': 1}}",,0.37,0,4,True,4.5,Sentinel,3785,52817,2.84,73,MT,60,10,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G116_Turan_III_prot.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G116_Turan_III_prot.png,4,1.99,1012,1023,82,"{'battleHeroes': {'highCaliber': 13, 'topGun': 4, 'confederate': 7, 'tankSniper': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 77, 'duelist': 11, 'fighter': 14, 'spotter': 1, 'reaper': 3, 'masterGunner': 21, 'sharpShooter': 31}, 'epic': {'oskin': 1, 'pascucci': 1}}","[155, 12798]",0.09,3,5.38,True,1.9,Turán III PT,4185,63249,2.62,78,MT,63,100,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A142_Pawlack_Tank.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A142_Pawlack_Tank.png,4,1.89,1172,1764,57.38,"{'battleHeroes': {'highCaliber': 14, 'topGun': 4, 'confederate': 2, 'steelWall': 5, 'defender': 1, 'invader': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 48, 'duelist': 13, 'fighter': 6, 'shellproof': 5, 'kamikaze': 1, 'spotter': 1, 'masterGunner': 11, 'sharpShooter': 19}, 'epic': {'pascucci': 1}}","[77, 54926]",0.57,3,2.8,False,2.26,Pawlack Tank,4737,20513,2.06,71,HT,32.79,61,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G113_SP_I_C.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G113_SP_I_C.png,4,1.31,1195,1600,71.43,"{'battleHeroes': {'highCaliber': 2, 'topGun': 1, 'confederate': 7, 'tankSniper': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 70, 'duelist': 5, 'fighter': 6, 'spotter': 4, 'reaper': 3, 'masterGunner': 16, 'sharpShooter': 26}, 'epic': {'kolobanov': 1, 'orlik': 2}}","[419, 263132]",0,3,2.13,False,2.79,SP I C,4378,18961,2.26,74,LT,38.46,91,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R16_SU-18.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R16_SU-18.png,4,3,524,599,100,"{'battleHeroes': {}, 'main': {}, 'epic': {}}",,0,0,6,False,1,SU-18,6722,3841,5.14,50,SPG,50,2,2
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R169_ST_II.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R169_ST_II.png,4,1.48,1048,3280,66.78,"{'battleHeroes': {'highCaliber': 30, 'topGun': 1, 'confederate': 18, 'steelWall': 23, 'invader': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 190, 'duelist': 37, 'fighter': 24, 'shellproof': 26, 'spotter': 5, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 37}, 'epic': {}}","[731, 50486]",0.87,3,2.8,False,1.17,ST-II,3388,22273,1.62,79,HT,47.26,292,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F75_Char_de_25t.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F75_Char_de_25t.png,4,1.81,1024,2245,62.65,"{'battleHeroes': {'highCaliber': 31, 'topGun': 16, 'confederate': 10, 'tankSniper': 8, 'defender': 7, 'invader': 2, 'scout': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 257, 'duelist': 44, 'fighter': 52, 'kamikaze': 3, 'spotter': 4, 'reaper': 3, 'masterGunner': 32, 'sharpShooter': 51}, 'epic': {'lehvaslaiho': 2, 'pascucci': 4, 'radley': 3}}","[7494, 535006]",0.03,3,2.75,False,2.19,B-C 25 t AP,3545,5697,1.62,82,MT,33.99,506,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB44_Archer.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB44_Archer.png,4,1.88,928,1063,70.67,"{'battleHeroes': {'highCaliber': 11, 'topGun': 2, 'confederate': 1, 'tankSniper': 1, 'defender': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 70, 'duelist': 1, 'fighter': 9, 'spotter': 2, 'reaper': 3, 'masterGunner': 20, 'sharpShooter': 22}, 'epic': {'halonen': 1}}","[89, 92720]",0.01,3,4.55,False,1.2,Archer,3966,13393,4.81,71,TD,58.67,75,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R145_Object_705_A.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R145_Object_705_A.png,4,1.73,1142,3674,66.55,"{'battleHeroes': {'highCaliber': 62, 'topGun': 5, 'confederate': 15, 'tankSniper': 1, 'steelWall': 41, 'patrolDuty': 1}, 'main': {'fireForEffect': 218, 'duelist': 61, 'fighter': 40, 'shellproof': 45, 'spotter': 5, 'reaper': 4, 'masterGunner': 22, 'sharpShooter': 38}, 'epic': {'pascucci': 1, 'radley': 1}}","[328, 187451]",1.24,3,3.12,False,1.56,Obj. 705A,4197,20993,1.79,79,HT,44.48,290,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G49_G_Panther.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G49_G_Panther.png,4,1.18,775,1571,64.44,"{'battleHeroes': {}, 'main': {'reaper': 4, 'masterGunner': 8}, 'epic': {'stark': 1}}",,0.03,0,2.52,False,0.09,G.W. Panther,2474,8977,8.84,43,SPG,53.33,45,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R183_K_91_PT.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R183_K_91_PT.png,4,2.04,1277,2961,64.91,"{'battleHeroes': {'highCaliber': 15, 'topGun': 6, 'confederate': 8, 'tankSniper': 1, 'defender': 2}, 'main': {'fireForEffect': 94, 'duelist': 21, 'fighter': 16, 'shellproof': 5, 'kamikaze': 1, 'spotter': 5, 'reaper': 4, 'masterGunner': 15, 'sharpShooter': 23}, 'epic': {'fadin': 1, 'pascucci': 1}}","[162, 51688]",0.69,3,3.68,True,1.93,K-91-PT,4394,32769,2.33,76,TD,44.74,114,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A24_T2_med.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A24_T2_med.png,4,1.31,273,174,61.54,"{'battleHeroes': {'topGun': 1}, 'main': {'masterGunner': 9, 'sharpShooter': 13}, 'epic': {}}",,0,0,1.96,False,1.74,T2 Medium,1063,5665,1.34,48,MT,33.33,39,2
